location_name,count,max temp,mean temp,min temp,snow on grnd (cm),total precip (mm),total rain (mm),total snow (cm),date
OYNG,5,-10.0,-12.0,-14.0,43.0,0.0,0.0,0.0,2014-03-02
CRTZ,8,-9.5,-17.0,-24.5,35.0,2.3,0.0,3.2,2013-01-03
ORPY,0,9.7,2.4,-5.0,16.0,0.0,0.0,0.0,2016-03-12
OGLD,24,-7.0,-15.7,-24.3,32.0,0.0,0.0,0.0,2015-02-27
OYNG,184,27.3,22.5,17.6,0.0,0.0,0.0,0.0,2014-06-26
OYNG,678,20.7,16.1,11.4,0.0,0.0,0.0,0.0,2013-07-24
LBAY,355,6.1,0.0,-6.1,0.0,0.0,0.0,0.0,2012-11-16
ADAWE BIKE,1638,16.0,10.8,5.5,0.0,0.0,0.0,0.0,2018-05-07
CRTZ,226,8.0,4.5,1.0,0.0,7.0,7.0,0.0,2011-12-14
SOMO,970,23.2,20.5,17.8,0.0,18.0,18.0,0.0,2013-08-01
ADAWE PED,1085,7.5,3.5,-0.5,45.0,0.0,0.0,0.0,2017-02-19
CRTZ,1979,20.0,16.3,12.5,0.0,0.0,0.0,0.0,2016-09-02
SOMO,88,-1.0,-6.5,-12.0,17.0,0.8,0.0,0.4,2017-03-06
ORPY,273,7.2,4.8,2.3,0.0,0.0,0.0,0.0,2011-04-05
ADAWE BIKE,110,-4.3,-12.9,-21.4,10.0,0.8,0.0,1.0,2016-02-12
ORPY,628,12.9,7.7,2.5,0.0,0.0,0.0,0.0,2012-03-25
OBVW,1222,28.5,20.3,12.0,0.0,27.0,27.0,0.0,2018-09-21
COBY,2408,25.5,22.3,19.0,0.0,9.4,9.4,0.0,2018-07-25
SOMO,406,27.9,21.5,15.0,0.0,0.2,0.2,0.0,2012-08-16
COBY,1599,15.0,11.5,8.0,0.0,0.0,0.0,0.0,2018-09-22
ALEX,2392,22.0,16.3,10.5,0.0,0.0,0.0,0.0,2016-08-22
SOMO,258,8.5,5.3,2.0,0.0,0.0,0.0,0.0,2018-04-13
COBY,28,2.5,1.5,0.5,20.0,0.0,0.0,0.0,2017-01-22
LMET,2832,34.5,27.3,20.0,0.0,0.0,0.0,0.0,2018-07-05
COBY,2136,31.0,24.5,18.0,0.0,0.0,0.0,0.0,2016-07-06
CRTZ,1540,17.5,17.0,16.5,0.0,21.6,21.6,0.0,2013-09-21
LBAY,265,6.0,2.8,-0.5,1.0,1.2,1.2,0.0,2013-04-13
LMET,50,0.0,-6.8,-13.5,23.0,2.6,1.6,1.0,2017-01-02
LLYN,1115,23.0,19.8,16.5,0.0,5.8,5.8,0.0,2016-05-13
OGLD,1259,28.5,20.3,12.0,0.0,27.0,27.0,0.0,2018-09-21
ORPY,5,-8.3,-12.5,-16.6,0.0,0.5,0.0,1.0,2011-12-24
SOMO,90,-2.4,-4.5,-6.5,22.0,0.9,0.0,3.5,2014-01-19
CRTZ,1179,17.7,10.1,2.5,,,,,2012-09-29
ORPY,81,3.0,1.5,0.0,0.0,0.0,0.0,0.0,2018-04-19
ALEX,139,6.0,-1.3,-8.5,4.0,0.0,0.0,0.0,2016-03-26
COBY,1653,23.9,20.0,16.1,0.0,0.0,0.0,0.0,2010-07-29
LLYN,1491,24.0,18.8,13.5,0.0,0.0,0.0,0.0,2014-08-07
ADAWE PED,714,1.4,-3.0,-7.3,24.0,31.0,26.0,5.0,2016-02-24
OBVW,567,17.0,9.8,2.5,0.0,1.6,1.6,0.0,2018-10-19
LLYN,1781,21.3,19.2,17.0,0.0,0.0,0.0,0.0,2015-08-12
CRTZ,105,-5.0,-7.8,-10.5,0.0,0.0,0.0,0.0,2016-04-03
ADAWE BIKE,298,6.0,1.5,-3.0,0.0,0.0,0.0,0.0,2016-03-29
LMET,400,2.0,-3.8,-9.5,0.0,0.0,0.0,0.0,2012-11-28
LLYN,1567,25.3,18.3,11.2,0.0,3.7,3.7,0.0,2015-09-11
COBY,2094,,,,,,,,2018-09-14
SOMO,160,6.5,3.5,0.5,14.0,0.0,0.0,0.0,2017-03-21
ORPY,2203,14.1,8.8,3.5,0.0,0.0,0.0,0.0,2014-10-05
CRTZ,1758,24.6,18.3,12.0,0.0,0.2,0.2,0.0,2013-06-12
ADAWE BIKE,1221,8.0,5.3,2.5,0.0,14.0,14.0,0.0,2018-11-01
ORPY,2827,25.0,17.5,10.0,0.0,1.0,1.0,0.0,2013-06-15
SOMO,188,19.5,13.8,8.0,0.0,7.2,7.2,0.0,2016-10-16
LBAY,585,22.2,13.1,3.9,0.0,0.0,0.0,0.0,2012-05-18
OGLD,1076,15.0,12.5,10.0,0.0,0.0,0.0,0.0,2017-09-28
OBVW,6,5.0,-3.8,-12.5,18.0,0.0,0.0,0.0,2018-02-01
COBY,1853,20.0,14.5,8.9,0.0,0.0,0.0,0.0,2015-05-05
ADAWE BIKE,139,0.0,-7.3,-14.5,20.0,0.0,0.0,0.0,2017-03-18
ORPY,0,-9.9,-15.1,-20.3,28.0,0.0,0.0,0.0,2013-01-27
COBY,1745,31.1,21.1,11.1,0.0,0.0,0.0,0.0,2012-08-30
OYNG,660,29.2,25.5,21.8,0.0,2.7,2.7,0.0,2013-07-10
ADAWE PED,1215,23.5,20.5,17.5,0.0,1.4,1.4,0.0,2017-08-05
ORPY,3,6.0,-1.3,-8.5,4.0,0.0,0.0,0.0,2016-03-26
ALEX,183,15.7,10.1,4.5,0.0,0.0,0.0,0.0,2014-04-28
COBY,30,2.0,-1.7,-5.3,20.0,0.0,0.0,0.0,2012-02-18
ALEX,472,14.5,9.0,3.5,0.0,8.4,8.4,0.0,2016-03-31
ADAWE PED,1280,8.5,4.8,1.0,15.0,0.0,0.0,0.0,2017-03-08
ORPY,3117,29.5,22.1,14.6,0.0,2.6,2.6,0.0,2014-06-02
CRTZ,3460,24.5,18.8,13.0,0.0,0.0,0.0,0.0,2017-07-29
ADAWE BIKE,1995,22.0,12.5,3.0,0.0,0.0,0.0,0.0,2018-05-13
ORPY,168,8.0,4.5,1.0,0.0,0.3,0.3,0.0,2011-04-17
PORTAGE,81,5.7,4.0,2.3,0.0,0.0,0.0,0.0,2013-10-28
OBVW,71,-6.9,-7.6,-8.2,1.0,0.0,0.0,0.0,2014-12-04
ORPY,3182,20.5,17.2,13.9,0.0,0.0,0.0,0.0,2014-05-27
LLYN,1152,17.0,11.5,6.0,0.0,0.0,0.0,0.0,2013-09-14
ADAWE PED,966,1.5,-1.0,-3.5,7.0,0.0,0.0,0.0,2018-03-11
OBVW,104,4.1,-1.2,-6.5,0.0,1.2,1.2,0.0,2013-11-21
SOMO,11,5.6,1.0,-3.7,27.0,1.4,0.0,1.4,2012-03-03
ORPY,511,10.0,5.0,0.0,0.0,0.0,0.0,0.0,2013-11-15
SOMO,65,2.7,0.7,-1.4,30.0,0.0,0.0,0.0,2013-02-15
OGLD,0,2.4,-4.1,-10.5,35.0,0.0,0.0,0.0,2013-12-28
OYNG,630,28.3,22.6,16.9,0.0,0.0,0.0,0.0,2014-07-21
SOMO,394,8.5,7.0,5.5,0.0,0.0,0.0,0.0,2017-04-12
LBAY,60,3.9,-1.1,-6.1,22.0,0.0,0.0,0.0,2013-01-31
COBY,0,-1.9,-8.2,-14.4,17.0,0.0,0.0,0.0,2010-01-23
ADAWE BIKE,147,7.0,-2.3,-11.5,14.0,0.0,0.0,0.0,2018-01-27
SOMO,524,31.5,25.5,19.5,0.0,0.3,0.3,0.0,2015-08-18
CRTZ,290,22.0,17.8,13.5,0.0,7.0,7.0,0.0,2017-10-15
CRTZ,1856,20.0,15.0,10.0,0.0,0.0,0.0,0.0,2017-08-25
CRTZ,219,14.0,10.5,7.0,0.0,1.0,1.0,0.0,2014-05-02
CRTZ,2109,22.5,18.8,15.0,0.0,0.0,0.0,0.0,2017-08-23
OGLD,1061,23.2,17.6,11.9,0.0,0.0,0.0,0.0,2014-07-24
OYNG,0,-13.7,-17.9,-22.0,42.0,0.0,0.0,0.0,2014-03-03
CRTZ,2331,25.5,17.3,9.0,0.0,0.0,0.0,0.0,2017-09-12
OYNG,725,26.0,19.8,13.6,0.0,0.0,0.0,0.0,2014-07-25
LMET,240,-2.4,-4.5,-6.5,22.0,0.9,0.0,3.5,2014-01-19
ORPY,266,12.2,6.1,0.0,0.0,0.0,0.0,0.0,2011-04-02
CRTZ,267,7.4,3.3,-0.9,0.0,0.0,0.0,0.0,2013-11-14
COBY,847,7.5,5.5,3.5,0.0,0.0,0.0,0.0,2016-10-24
LLYN,775,0.5,-0.7,-1.8,0.0,0.0,0.0,0.0,2012-11-24
ALEX,0,-1.2,-7.4,-13.5,8.0,0.0,0.0,0.0,2011-02-24
LBAY,569,26.2,19.2,12.1,0.0,1.2,1.2,0.0,2013-07-31
ALEX,0,0.5,-7.8,-16.1,35.0,3.0,3.0,0.0,2013-01-29
LLYN,1672,25.0,22.0,19.0,0.0,5.1,5.1,0.0,2013-07-07
LBAY,78,4.5,1.3,-2.0,52.0,0.0,0.0,0.0,2013-03-06
OYNG,815,25.6,19.0,12.3,0.0,0.0,0.0,0.0,2015-06-13
ADAWE PED,727,0.0,-6.8,-13.5,23.0,2.6,1.6,1.0,2017-01-02
CRTZ,2478,25.5,17.3,9.0,0.0,0.0,0.0,0.0,2016-05-21
LMET,1615,10.0,8.0,6.0,0.0,0.0,0.0,0.0,2018-10-06
ALEX,0,5.2,0.9,-3.5,28.0,11.0,11.0,0.0,2014-04-04
ALEX,2650,22.0,19.5,17.0,0.0,1.0,1.0,0.0,2018-05-26
ALEX,671,1.1,-4.3,-9.6,0.0,6.4,0.0,6.4,2011-11-22
CRTZ,1716,29.1,24.2,19.2,0.0,0.0,0.0,0.0,2015-07-26
LLYN,1738,20.7,16.1,11.4,0.0,0.0,0.0,0.0,2013-07-24
LLYN,40,-14.5,-17.7,-20.8,10.0,0.0,0.0,0.0,2015-01-20
COBY,320,11.2,5.6,0.0,0.0,0.4,0.4,0.0,2014-04-18
LMET,296,-8.5,-15.0,-21.5,23.0,1.4,0.0,1.6,2017-01-31
ALEX,526,12.5,8.3,4.0,0.0,0.0,0.0,0.0,2016-11-13
ORPY,3144,34.5,27.3,20.0,0.0,0.0,0.0,0.0,2018-07-05
ADAWE PED,1810,17.5,13.0,8.5,0.0,0.0,0.0,0.0,2017-04-26
SOMO,860,18.5,10.0,1.5,0.0,0.0,0.0,0.0,2016-05-10
ALEX,932,23.0,14.5,6.0,0.0,0.0,0.0,0.0,2018-05-05
ORPY,2,-5.0,-8.5,-12.0,24.0,0.0,0.0,0.0,2017-02-01
ORPY,2201,22.5,14.5,6.5,0.0,3.0,3.0,0.0,2018-05-04
CRTZ,2390,27.0,23.8,20.5,0.0,3.0,3.0,0.0,2017-06-19
ORPY,3261,27.8,18.9,10.0,0.0,0.0,0.0,0.0,2011-08-17
OBVW,1173,16.0,10.8,5.5,0.0,0.0,0.0,0.0,2018-05-07
ORPY,2000,31.0,25.0,19.0,0.0,0.0,0.0,0.0,2018-09-03
CRTZ,37,-3.0,-8.5,-14.0,51.0,10.6,0.0,16.0,2017-02-14
SOMO,158,-11.5,-17.3,-23.0,5.0,10.0,0.0,15.0,2013-12-14
OGLD,227,12.5,10.3,8.0,0.0,0.0,0.0,0.0,2016-04-01
ORPY,5,-7.0,-13.0,-19.0,31.0,0.0,0.0,0.0,2017-01-06
COBY,320,15.7,8.4,1.0,0.0,43.6,43.6,0.0,2011-04-10
ALEX,396,10.0,7.0,4.0,0.0,4.2,4.2,0.0,2014-10-27
ORPY,2699,25.8,21.5,17.1,0.0,0.0,0.0,0.0,2010-05-27
COBY,30,-4.8,-7.2,-9.5,2.0,2.3,0.0,2.5,2011-01-07
OBVW,1,-7.8,-16.6,-25.4,26.0,0.4,0.0,0.9,2015-02-06
OGLD,1081,11.0,8.8,6.5,0.0,0.0,0.0,0.0,2018-10-12
ALEX,0,-14.4,-16.7,-19.0,22.0,0.0,0.0,0.0,2012-01-20
ALEX,1051,26.4,22.0,17.5,0.0,26.6,26.6,0.0,2011-08-14
CRTZ,682,19.0,12.0,4.9,0.0,0.0,0.0,0.0,2013-09-24
LBAY,329,30.1,21.8,13.4,0.0,0.0,0.0,0.0,2011-07-16
ORPY,1205,29.5,23.8,18.0,0.0,2.8,2.8,0.0,2016-08-28
CRTZ,284,12.4,8.4,4.3,0.0,0.8,0.8,0.0,2011-11-20
OGLD,18,-6.1,-12.2,-18.2,8.0,0.2,0.0,0.6,2015-01-09
OGLD,901,27.0,22.0,17.0,0.0,0.0,0.0,0.0,2017-06-17
CRTZ,1136,23.0,19.8,16.5,0.0,5.8,5.8,0.0,2016-05-13
ADAWE PED,595,-6.0,-9.8,-13.5,32.0,0.0,0.0,0.0,2017-01-05
OGLD,1722,22.0,19.5,17.0,0.0,1.0,1.0,0.0,2018-05-26
ORPY,753,15.2,13.1,11.0,0.0,11.6,11.6,0.0,2011-10-13
COBY,64,0.8,-4.7,-10.2,19.0,2.9,0.0,3.0,2013-12-19
SOMO,414,17.5,12.8,8.0,0.0,0.4,0.4,0.0,2016-05-14
OBVW,56,-0.5,-2.5,-4.5,0.0,2.4,0.0,5.2,2017-12-09
COBY,33,-4.0,-9.4,-14.7,23.0,1.4,0.0,1.8,2011-02-11
CRTZ,2456,19.0,9.8,0.5,0.0,0.0,0.0,0.0,2017-04-23
ORPY,1155,25.5,21.0,16.5,0.0,0.0,0.0,0.0,2014-08-23
OGLD,573,14.5,11.0,7.5,0.0,2.6,2.6,0.0,2017-05-02
CRTZ,0,7.2,4.8,2.3,0.0,0.0,0.0,0.0,2011-04-05
LMET,93,-20.8,-24.0,-27.1,29.0,0.0,0.0,0.0,2014-01-02
OGLD,18,3.0,1.5,0.0,21.0,0.4,0.4,0.0,2017-01-21
OYNG,938,20.5,15.3,10.0,0.0,0.0,0.0,0.0,2016-05-19
SOMO,232,7.0,4.5,2.0,0.0,0.0,0.0,0.0,2018-03-30
OGLD,1349,28.0,20.0,12.0,0.0,0.0,0.0,0.0,2017-09-22
SOMO,406,24.5,18.3,12.0,0.0,0.0,0.0,0.0,2012-07-19
ADAWE BIKE,46,,,,,,,,2017-12-29
LMET,51,-11.8,-13.1,-14.3,18.0,0.0,0.0,0.0,2016-01-18
SOMO,86,-11.1,-12.9,-14.6,9.0,1.0,0.0,2.0,2016-01-13
OBVW,169,2.5,-3.0,-8.5,0.0,0.0,0.0,0.0,2017-11-23
OGLD,108,-9.5,-13.0,-16.5,4.0,1.0,0.0,2.0,2017-12-11
OGLD,118,10.0,5.5,1.0,10.0,0.0,0.0,0.0,2018-02-28
LBAY,63,-12.5,-14.3,-16.1,19.0,0.0,0.0,0.0,2013-02-01
ADAWE BIKE,2347,28.5,20.3,12.0,0.0,27.0,27.0,0.0,2018-09-21
ORPY,3,0.5,-2.0,-4.5,20.0,1.8,0.0,2.2,2017-01-28
LMET,221,3.7,0.6,-2.6,0.0,0.3,0.0,0.5,2015-04-08
COBY,14,-15.5,-18.1,-20.6,33.0,0.0,0.0,0.0,2013-12-24
LLYN,352,19.7,16.0,12.3,0.0,0.0,0.0,0.0,2013-09-04
ADAWE BIKE,152,5.0,4.2,3.4,22.0,0.4,0.4,0.0,2016-03-10
COBY,1944,25.2,18.4,11.5,0.0,0.0,0.0,0.0,2011-06-20
OBVW,138,8.0,5.3,2.5,0.0,1.0,1.0,0.0,2016-12-01
COBY,18,-6.8,-7.9,-8.9,0.0,1.7,0.0,4.0,2010-12-13
OGLD,575,11.0,8.5,6.0,0.0,0.0,0.0,0.0,2017-11-06
ADAWE PED,1626,20.5,14.3,8.0,0.0,0.0,0.0,0.0,2017-06-03
ALEX,0,-1.3,-7.0,-12.7,13.0,0.0,0.0,0.0,2011-12-31
CRTZ,1842,25.5,19.0,12.5,0.0,0.0,0.0,0.0,2014-06-22
OGLD,517,7.5,5.5,3.5,0.0,0.0,0.0,0.0,2016-10-24
SOMO,138,-7.5,-10.6,-13.6,0.0,0.0,0.0,0.0,2012-11-30
SOMO,708,21.5,18.0,14.5,0.0,0.0,0.0,0.0,2017-09-05
OGLD,298,16.7,8.1,-0.5,0.0,16.4,16.4,0.0,2013-10-31
COBY,109,1.0,0.5,0.0,23.0,0.4,0.4,0.0,2017-01-26
SOMO,80,-8.0,-10.5,-13.0,19.0,0.0,0.0,0.0,2017-03-02
OBVW,25,-3.0,-7.0,-10.9,26.0,0.3,0.0,0.5,2015-03-13
LBAY,202,26.4,22.0,17.5,0.0,26.6,26.6,0.0,2011-08-14
ALEX,0,-8.3,-18.0,-27.7,36.0,0.6,0.0,1.0,2015-02-24
OGLD,652,12.0,4.8,-2.5,0.0,0.0,0.0,0.0,2016-04-24
OBVW,375,13.4,7.0,0.5,0.0,32.4,32.4,0.0,2015-10-28
OBVW,1249,27.4,21.1,14.7,0.0,0.0,0.0,0.0,2015-07-10
ALEX,44,3.0,1.8,0.5,35.0,3.0,3.0,0.0,2017-02-24
SOMO,982,26.5,19.0,11.5,0.0,0.0,0.0,0.0,2016-07-20
ALEX,188,2.5,-1.8,-6.0,0.0,0.0,0.0,0.0,2018-04-09
LLYN,1787,18.2,14.3,10.3,0.0,0.0,0.0,0.0,2015-09-20
OBVW,1,-7.3,-10.7,-14.0,10.0,0.0,0.0,0.0,2016-01-21
OGLD,1180,30.0,21.3,12.5,0.0,0.0,0.0,0.0,2016-08-08
SOMO,392,15.5,11.5,7.5,0.0,8.0,8.0,0.0,2014-05-03
ALEX,1121,23.5,18.6,13.6,0.0,0.0,0.0,0.0,2015-08-05
OGLD,13,-16.0,-17.0,-18.0,8.0,0.0,0.0,0.0,2015-01-05
SOMO,522,22.0,17.4,12.8,0.0,0.0,0.0,0.0,2013-09-10
CRTZ,0,-10.0,-12.9,-15.8,0.0,0.0,0.0,0.0,2014-12-30
COBY,52,6.0,0.0,-6.0,32.0,3.2,3.2,0.0,2017-01-11
OYNG,525,30.5,23.8,17.0,0.0,3.0,3.0,0.0,2013-08-21
OBVW,1,1.2,-3.2,-7.5,38.0,0.0,0.0,0.0,2014-02-23
LMET,1658,28.8,23.2,17.6,0.0,4.5,4.5,0.0,2014-05-15
LLYN,342,22.0,14.8,7.5,0.0,1.9,1.9,0.0,2015-05-12
CRTZ,2392,20.5,14.3,8.0,0.0,0.0,0.0,0.0,2017-06-03
ALEX,614,9.5,4.3,-1.0,0.0,0.6,0.6,0.0,2017-11-24
LMET,87,0.5,-6.4,-13.2,39.0,0.2,0.0,0.5,2012-12-31
CRTZ,34,-5.0,-6.3,-7.5,13.0,0.2,0.0,0.6,2016-12-28
COBY,317,9.6,2.2,-5.3,0.0,0.0,0.0,0.0,2011-04-07
ORPY,0,6.5,4.5,2.5,0.0,9.1,9.1,0.0,2010-03-14
SOMO,416,24.5,18.8,13.0,0.0,0.5,0.5,0.0,2012-06-08
LMET,2331,20.8,16.1,11.4,0.0,1.8,1.8,0.0,2011-09-14
ORPY,227,14.9,10.0,5.1,0.0,0.0,0.0,0.0,2013-10-08
ADAWE PED,878,5.0,2.3,-0.5,11.0,0.0,0.0,0.0,2018-02-26
LLYN,3073,25.0,20.8,16.5,0.0,0.0,0.0,0.0,2016-06-29
SOMO,192,16.0,6.7,-2.7,3.0,3.8,3.8,0.0,2014-04-10
OBVW,4,-0.5,-5.5,-10.5,24.0,0.0,0.0,0.0,2017-03-17
OBVW,513,24.2,21.9,19.6,0.0,2.4,2.4,0.0,2013-08-22
LMET,202,-6.3,-9.8,-13.2,11.0,0.4,0.0,0.4,2016-01-15
LLYN,153,-3.5,-9.8,-16.0,25.0,13.4,0.0,14.0,2014-02-01
ADAWE PED,2056,19.5,13.8,8.0,0.0,0.0,0.0,0.0,2017-05-15
CRTZ,2417,20.5,15.3,10.0,0.0,0.0,0.0,0.0,2016-05-19
OBVW,387,9.6,7.0,4.3,0.0,21.0,21.0,0.0,2015-04-20
COBY,1571,27.3,22.3,17.2,0.0,3.8,3.8,0.0,2010-06-23
LMET,1429,20.5,14.3,8.0,0.0,0.0,0.0,0.0,2017-06-03
ORPY,2396,20.0,15.0,10.0,0.0,0.0,0.0,0.0,2017-08-25
ADAWE PED,932,-0.5,-3.8,-7.0,0.0,14.4,9.4,5.0,2016-03-24
OBVW,781,25.5,19.0,12.5,0.0,0.8,0.8,0.0,2016-05-26
LMET,1528,25.5,21.0,16.5,0.0,0.0,0.0,0.0,2014-08-23
LLYN,1875,16.9,12.4,7.9,0.0,18.8,18.8,0.0,2012-06-01
CRTZ,144,3.0,-2.3,-7.5,5.0,2.0,0.0,2.0,2016-12-06
ALEX,442,11.1,4.7,-1.8,0.0,2.8,1.0,1.8,2011-04-03
ORPY,1406,7.5,5.5,3.5,0.0,0.0,0.0,0.0,2016-10-24
ADAWE PED,1279,7.0,4.5,2.0,0.0,0.0,0.0,0.0,2018-03-30
ALEX,2423,31.7,25.9,20.0,0.0,0.0,0.0,0.0,2012-06-29
ALEX,0,5.4,-0.9,-7.2,38.0,2.4,2.1,0.3,2016-02-20
LMET,2743,23.0,19.5,16.0,0.0,0.0,0.0,0.0,2016-06-06
OBVW,2,5.6,2.2,-1.3,9.0,0.0,0.0,0.0,2014-04-09
LLYN,60,-3.5,-10.6,-17.6,36.0,8.8,0.0,10.0,2013-03-18
COBY,2032,23.9,20.6,17.2,0.0,0.0,0.0,0.0,2014-07-27
COBY,64,4.2,1.9,-0.5,42.0,16.7,16.7,0.0,2014-02-21
OGLD,52,1.0,0.2,-0.6,12.0,7.9,0.0,12.0,2013-11-27
ORPY,1517,18.8,11.1,3.4,0.0,0.0,0.0,0.0,2010-04-01
LBAY,668,21.0,12.9,4.8,0.0,0.0,0.0,0.0,2013-09-06
ADAWE PED,881,4.0,-4.5,-13.0,25.0,11.8,3.0,8.8,2017-01-10
LMET,2444,22.0,18.0,14.0,0.0,0.0,0.0,0.0,2013-08-23
COBY,76,7.5,3.9,0.2,6.0,4.9,4.9,0.0,2014-12-24
LMET,484,21.0,15.5,9.9,0.0,0.0,0.0,0.0,2014-08-18
LMET,3013,23.0,17.8,12.5,0.0,0.0,0.0,0.0,2016-09-01
COBY,2033,25.0,19.1,13.2,0.0,1.6,1.6,0.0,2013-05-29
ORPY,1110,13.1,9.1,5.0,0.0,0.0,0.0,0.0,2011-11-15
LLYN,1332,28.0,21.7,15.4,0.0,0.0,0.0,0.0,2011-08-16
OYNG,3,-11.5,-17.3,-23.0,5.0,10.0,0.0,15.0,2013-12-14
COBY,318,5.5,4.3,3.0,0.0,0.0,0.0,0.0,2016-10-30
COBY,938,18.5,15.3,12.0,0.0,0.0,0.0,0.0,2018-05-20
LLYN,420,24.6,17.0,9.3,0.0,0.0,0.0,0.0,2014-09-08
CRTZ,2058,29.4,22.8,16.1,0.0,0.0,0.0,0.0,2012-08-24
ORPY,2,-14.0,-18.0,-22.0,13.0,1.0,0.0,1.0,2018-01-15
ADAWE BIKE,164,-8.5,-15.0,-21.5,23.0,1.4,0.0,1.6,2017-01-31
LMET,1041,28.5,22.3,16.0,0.0,0.0,0.0,0.0,2018-08-13
LMET,2284,27.5,24.3,21.0,0.0,0.0,0.0,0.0,2013-07-20
ALEX,1424,16.2,8.4,0.5,0.0,0.0,0.0,0.0,2015-11-04
CRTZ,0,12.2,6.1,0.0,0.0,0.0,0.0,0.0,2011-04-02
CRTZ,870,23.8,18.0,12.2,0.0,0.0,0.0,0.0,2013-07-30
ORPY,0,0.3,-4.4,-9.0,5.0,6.0,4.0,2.0,2016-02-02
ADAWE PED,994,2.5,-3.0,-8.5,0.0,0.0,0.0,0.0,2017-11-23
ADAWE BIKE,166,4.0,3.3,2.5,0.0,27.8,27.8,0.0,2017-04-06
ORPY,2527,25.0,16.0,7.0,0.0,0.0,0.0,0.0,2016-10-07
COBY,58,1.9,0.8,-0.4,0.0,10.8,10.8,0.0,2011-04-20
COBY,703,14.7,8.1,1.4,0.0,0.0,0.0,0.0,2010-04-28
ORPY,3569,22.0,15.3,8.5,0.0,0.0,0.0,0.0,2018-06-10
CRTZ,1482,22.3,17.2,12.1,0.0,0.0,0.0,0.0,2012-06-26
ORPY,571,6.0,2.8,-0.5,0.0,1.0,1.0,0.0,2014-11-09
OBVW,620,23.5,19.3,15.0,0.0,23.0,23.0,0.0,2017-06-30
LBAY,636,21.7,19.4,17.0,0.0,11.4,11.4,0.0,2012-08-10
CRTZ,40,-0.1,-0.7,-1.3,52.0,0.3,0.0,0.3,2013-03-01
LMET,1596,17.0,15.0,13.0,0.0,8.6,8.6,0.0,2014-08-16
ADAWE BIKE,171,2.0,1.3,0.5,23.0,0.3,0.3,0.0,2017-01-20
OGLD,1029,27.0,21.8,16.5,0.0,0.0,0.0,0.0,2016-08-27
OGLD,905,29.3,22.4,15.5,0.0,0.0,0.0,0.0,2015-05-26
OGLD,1235,23.0,19.0,15.0,0.0,0.0,0.0,0.0,2017-06-09
OBVW,750,22.5,18.5,14.5,0.0,0.0,0.0,0.0,2014-09-29
OGLD,616,4.5,2.3,0.0,0.0,0.0,0.0,0.0,2018-10-25
LMET,662,25.6,22.2,18.8,0.0,0.9,0.9,0.0,2015-06-16
LMET,777,17.6,13.7,9.7,0.0,1.0,1.0,0.0,2014-05-13
OGLD,682,24.5,20.8,17.0,0.0,0.0,0.0,0.0,2013-08-31
COBY,2245,24.9,20.0,15.0,0.0,0.0,0.0,0.0,2012-05-26
ADAWE BIKE,2196,26.0,21.8,17.5,0.0,1.4,1.4,0.0,2018-07-28
COBY,17,-4.9,-12.0,-19.0,24.0,0.6,0.0,0.6,2016-02-23
ORPY,3189,25.2,21.4,17.6,0.0,0.0,0.0,0.0,2013-07-11
ALEX,197,4.4,-2.1,-8.6,0.0,0.0,0.0,0.0,2010-03-27
COBY,1683,29.1,22.8,16.5,0.0,0.0,0.0,0.0,2012-07-05
ORPY,3084,23.9,16.9,9.9,0.0,0.0,0.0,0.0,2010-05-19
ORPY,935,11.0,9.8,8.5,0.0,0.0,0.0,0.0,2017-11-03
ADAWE BIKE,506,5.0,2.5,0.0,2.0,8.8,8.8,0.0,2016-10-28
CRTZ,3,-11.8,-16.4,-21.0,38.0,0.0,0.0,0.0,2014-02-11
ORPY,1,-1.0,-6.5,-12.0,17.0,0.8,0.0,0.4,2017-03-06
OGLD,1154,31.0,24.8,18.5,0.0,2.8,2.8,0.0,2018-08-05
CRTZ,695,26.1,15.1,4.1,0.0,3.2,3.2,0.0,2012-05-12
ALEX,260,27.4,19.6,11.7,0.0,0.0,0.0,0.0,2015-09-15
OYNG,750,26.0,17.5,9.0,0.0,0.0,0.0,0.0,2014-06-01
CRTZ,1074,24.0,15.6,7.2,0.0,0.0,0.0,0.0,2014-09-25
ALEX,2270,26.1,19.4,12.6,0.0,0.0,0.0,0.0,2011-05-21
LMET,2447,22.5,13.5,4.5,0.0,0.0,0.0,0.0,2016-05-06
CRTZ,30,0.5,-8.2,-16.9,37.0,0.0,0.0,0.0,2013-01-04
SOMO,62,-1.5,-6.5,-11.5,25.0,0.0,0.0,0.0,2017-03-16
COBY,154,4.3,2.9,1.4,21.0,0.8,0.0,1.0,2015-03-26
ORPY,271,17.0,10.4,3.8,0.0,0.0,0.0,0.0,2015-10-20
ORPY,258,13.7,6.3,-1.2,0.0,0.0,0.0,0.0,2015-11-26
COBY,218,8.3,3.5,-1.3,0.0,0.0,0.0,0.0,2011-04-21
COBY,2363,23.2,19.0,14.7,0.0,0.5,0.5,0.0,2012-05-28
COBY,121,3.0,-0.8,-4.5,12.0,0.0,0.0,0.0,2018-01-19
ADAWE BIKE,101,1.5,0.5,-0.5,5.0,5.8,0.0,6.0,2018-11-27
CRTZ,2583,19.4,14.0,8.5,0.0,0.0,0.0,0.0,2015-06-06
ORPY,2849,20.0,16.5,13.0,0.0,0.0,0.0,0.0,2018-05-15
SOMO,382,5.0,2.6,0.2,0.0,0.6,0.6,0.0,2013-11-22
