max temp,mean temp,min temp,snow on grnd (cm),total precip (mm),total rain (mm),total snow (cm),total count,year,day 
9.0,6.0,3.0,0.0,7.0,7.0,0.0,1,6,324
18.5,14.5,10.5,0.0,0.0,0.0,0.0,2,6,274
24.0,18.8,13.5,0.0,0.0,0.0,0.0,2,4,219
34.5,26.3,18.1,0.0,0.0,0.0,0.0,2,2,195
1.6,-0.5,-2.6,0.0,1.2,0.0,1.2,1,4,320
9.3,2.4,-4.5,23.0,0.0,0.0,0.0,0,3,89
-4.3,-6.6,-8.9,4.0,0.0,0.0,0.0,0,0,358
19.0,11.5,4.0,0.0,9.4,9.4,0.0,1,7,301
23.0,16.1,9.2,0.0,0.0,0.0,0.0,2,4,241
22.0,15.3,8.5,0.0,0.0,0.0,0.0,2,7,238
17.5,17.0,16.5,0.0,21.6,21.6,0.0,2,3,264
5.8,2.6,-0.7,0.0,18.4,18.4,0.0,1,5,99
2.0,-3.8,-9.5,0.0,0.0,0.0,0.0,0,2,333
21.8,16.7,11.5,0.0,0.0,0.0,0.0,2,5,183
-8.5,-15.9,-23.2,19.0,0.6,0.0,1.5,0,3,36
-6.3,-9.2,-12.0,23.0,0.6,0.0,1.0,0,2,30
27.0,21.0,15.0,0.0,3.4,3.4,0.0,2,7,223
-10.0,-13.5,-17.0,32.0,0.0,0.0,0.0,1,7,40
1.4,-1.4,-4.2,9.0,0.0,0.0,0.0,0,4,348
22.1,19.8,17.5,0.0,11.8,11.8,0.0,2,5,272
2.0,0.0,-2.0,26.0,0.0,0.0,0.0,1,7,19
34.2,28.7,23.1,0.0,0.0,0.0,0.0,1,2,173
17.7,11.4,5.0,0.0,0.0,0.0,0.0,1,2,126
22.3,11.3,0.2,0.0,4.4,4.4,0.0,1,5,103
17.5,9.0,0.5,0.0,0.0,0.0,0.0,2,5,143
23.5,14.5,5.5,0.0,0.0,0.0,0.0,2,8,136
14.0,8.8,3.5,0.0,2.6,2.6,0.0,1,7,115
-5.5,-15.3,-25.0,26.0,0.0,0.0,0.0,1,7,9
0.5,-0.5,-1.5,22.0,0.4,0.0,0.4,1,7,27
29.5,22.3,15.0,0.0,0.0,0.0,0.0,2,6,215
-4.9,-12.0,-19.0,24.0,0.6,0.0,0.6,0,6,54
26.2,19.3,12.3,0.0,1.8,1.8,0.0,1,1,242
26.9,21.5,16.1,0.0,1.2,1.2,0.0,2,5,173
16.5,14.3,12.0,0.0,0.8,0.8,0.0,2,7,146
27.0,22.4,17.7,0.0,15.4,15.4,0.0,0,2,225
22.0,17.3,12.5,0.0,36.4,36.4,0.0,1,7,176
29.0,20.5,12.0,0.0,0.0,0.0,0.0,1,4,222
5.0,-0.5,-6.0,0.0,3.6,0.2,3.4,1,6,82
28.0,23.8,19.5,0.0,0.0,0.0,0.0,2,6,239
-1.6,-4.9,-8.1,2.0,0.0,0.0,0.0,0,2,331
22.4,17.3,12.2,0.0,0.0,0.0,0.0,2,4,191
9.5,4.0,-1.5,0.0,0.0,0.0,0.0,1,6,119
28.0,23.3,18.5,0.0,4.8,4.8,0.0,2,6,197
24.5,18.9,13.2,0.0,0.0,0.0,0.0,1,3,218
18.5,14.8,11.0,0.0,2.2,2.2,0.0,1,8,157
-8.5,-10.8,-13.0,35.0,0.0,0.0,0.0,0,2,363
-6.0,-7.8,-9.5,23.0,0.0,0.0,0.0,1,7,13
20.7,11.9,3.0,0.0,0.0,0.0,0.0,1,3,268
9.0,5.2,1.4,43.0,4.4,4.4,0.0,0,3,70
18.0,11.8,5.5,0.0,0.0,0.0,0.0,2,8,138
17.5,15.5,13.5,0.0,2.4,2.4,0.0,2,8,165
-4.5,-10.3,-16.0,40.0,4.4,0.0,4.4,0,3,6
25.0,16.8,8.5,0.0,0.0,0.0,0.0,2,3,124
7.0,3.8,0.5,0.0,1.8,1.8,0.0,1,2,316
11.0,8.0,5.0,0.0,0.0,0.0,0.0,1,8,118
15.3,11.3,7.3,0.0,0.0,0.0,0.0,0,0,258
4.5,-1.3,-7.0,18.0,15.6,15.6,0.0,1,7,59
-10.5,-15.3,-20.0,28.0,12.0,0.0,12.0,0,5,52
24.5,22.5,20.5,0.0,11.0,11.0,0.0,1,6,234
22.8,12.8,2.7,0.0,0.0,0.0,0.0,1,1,280
18.7,18.1,17.5,0.0,0.0,0.0,0.0,1,1,240
-9.9,-14.0,-18.0,44.0,0.0,0.0,0.0,0,4,47
12.4,10.8,9.1,0.0,26.3,26.3,0.0,0,0,279
-0.5,-3.3,-6.0,66.0,2.0,0.0,3.0,1,7,46
6.0,3.0,0.0,0.0,0.0,0.0,0.0,1,6,103
17.8,9.8,1.7,0.0,0.0,0.0,0.0,1,3,260
3.7,-0.2,-4.1,1.0,0.0,0.0,0.0,0,2,349
10.5,8.8,7.1,0.0,0.0,0.0,0.0,1,1,314
20.8,18.4,16.0,0.0,0.5,0.5,0.0,2,4,184
28.0,21.3,14.6,0.0,0.0,0.0,0.0,2,4,238
-4.0,-5.3,-6.5,2.0,0.0,0.0,0.0,0,6,344
-2.0,-11.3,-20.5,16.0,5.4,0.0,3.0,0,8,34
2.0,0.0,-2.0,26.0,0.0,0.0,0.0,1,7,19
5.5,0.0,-5.5,7.0,0.0,0.0,0.0,1,7,89
12.0,6.5,1.0,0.0,0.0,0.0,0.0,1,6,284
29.0,18.8,8.5,0.0,1.2,1.2,0.0,2,6,145
-12.0,-14.8,-17.5,32.0,2.2,0.0,3.0,1,7,41
23.0,19.0,15.0,0.0,0.0,0.0,0.0,2,7,160
15.0,12.3,9.5,0.0,9.2,9.2,0.0,0,7,106
29.9,23.8,17.6,0.0,0.0,0.0,0.0,1,4,203
1.3,-6.9,-15.0,25.0,0.0,0.0,0.0,0,5,83
23.6,20.7,17.8,0.0,1.2,1.2,0.0,2,4,225
18.5,15.3,12.0,0.0,0.0,0.0,0.0,2,8,254
20.7,15.9,11.0,0.0,0.0,0.0,0.0,2,5,196
26.5,20.5,14.5,0.0,6.6,6.6,0.0,2,6,156
17.9,14.1,10.3,0.0,0.0,0.0,0.0,2,2,152
1.5,0.5,-0.5,2.0,2.0,0.0,2.2,1,6,343
33.0,24.8,16.5,0.0,0.0,0.0,0.0,2,7,268
3.0,-1.0,-5.0,3.0,2.0,0.0,1.0,1,8,335
8.5,7.0,5.5,0.0,0.0,0.0,0.0,1,7,102
5.0,-0.5,-6.0,0.0,3.6,0.2,3.4,1,6,82
26.4,17.2,8.0,0.0,0.5,0.5,0.0,2,4,145
21.5,16.3,11.0,0.0,0.0,0.0,0.0,2,8,158
2.0,-2.0,-6.0,0.0,0.0,0.0,0.0,1,4,319
5.0,2.5,0.0,2.0,8.8,8.8,0.0,0,6,302
-9.0,-12.2,-15.4,36.0,0.0,0.0,0.0,0,4,56
15.7,9.4,3.1,2.0,1.2,1.2,0.0,0,2,73
20.1,14.5,8.9,0.0,0.0,0.0,0.0,1,2,277
21.3,17.0,12.7,0.0,0.0,0.0,0.0,1,1,253
1.8,-1.6,-5.0,0.0,0.0,0.0,0.0,0,1,78
34.0,27.3,20.5,0.0,0.0,0.0,0.0,2,6,224
27.0,22.5,18.0,0.0,1.4,1.4,0.0,2,8,238
11.8,6.4,1.0,0.0,0.0,0.0,0.0,1,4,284
6.0,3.0,0.0,0.0,0.0,0.0,0.0,1,6,103
0.7,-5.1,-10.8,7.0,2.5,0.0,4.0,0,6,28
-0.1,-0.7,-1.3,52.0,0.3,0.0,0.3,0,3,60
-5.0,-13.0,-21.0,32.0,0.0,0.0,0.0,0,5,59
9.5,5.5,1.5,0.0,0.0,0.0,0.0,1,8,297
14.5,11.0,7.5,0.0,2.6,2.6,0.0,1,7,122
-6.5,-9.5,-12.5,13.0,3.8,0.0,4.0,0,7,357
9.0,5.0,1.0,16.0,0.0,0.0,0.0,0,8,52
13.5,9.5,5.5,0.0,0.0,0.0,0.0,2,7,131
6.0,1.8,-2.5,0.0,0.0,0.0,0.0,1,7,311
12.0,6.0,0.0,0.0,3.4,3.4,0.0,1,6,320
2.7,1.3,-0.1,0.0,0.0,0.0,0.0,1,2,118
22.3,13.3,4.2,0.0,11.5,11.5,0.0,1,2,128
-0.4,-5.7,-10.9,30.0,5.6,0.0,6.0,0,3,50
17.0,12.8,8.5,0.0,0.0,0.0,0.0,2,8,251
22.4,17.3,12.2,0.0,0.0,0.0,0.0,2,4,191
10.5,5.3,0.0,0.0,0.0,0.0,0.0,1,6,114
21.5,17.0,12.5,0.0,0.6,0.6,0.0,2,7,177
-6.0,-12.8,-19.5,28.0,0.0,0.0,0.0,0,8,39
7.8,2.9,-2.0,0.0,0.0,0.0,0.0,1,5,299
29.9,25.1,20.3,0.0,0.0,0.0,0.0,0,0,217
17.7,13.9,10.0,0.0,9.2,9.2,0.0,2,3,290
14.2,9.9,5.5,0.0,2.0,2.0,0.0,1,4,119
-2.7,-5.9,-9.0,6.0,0.0,0.0,0.0,0,6,36
-8.6,-11.8,-15.0,24.0,0.0,0.0,0.0,0,6,57
-2.5,-12.7,-22.9,7.0,1.3,0.0,1.6,0,5,15
29.5,23.8,18.0,0.0,2.8,2.8,0.0,1,6,241
28.3,25.4,22.5,0.0,21.0,21.0,0.0,2,5,232
-3.0,-6.5,-10.0,23.0,0.0,0.0,0.0,0,7,1
29.0,23.3,17.6,0.0,0.0,0.0,0.0,1,1,209
16.3,13.7,11.1,0.0,0.0,0.0,0.0,2,4,148
0.0,-1.3,-2.5,4.0,0.0,0.0,0.0,0,7,323
22.3,17.2,12.1,0.0,0.0,0.0,0.0,1,2,178
-6.0,-9.0,-12.0,32.0,18.4,0.0,19.0,0,7,43
-5.0,-11.5,-18.0,14.0,0.0,0.0,0.0,0,8,17
0.5,-0.5,-1.5,2.0,2.8,0.0,3.0,0,8,65
29.3,24.9,20.5,0.0,0.0,0.0,0.0,2,1,193
1.5,-2.3,-6.0,30.0,0.0,0.0,0.0,0,3,363
9.0,4.9,0.7,10.0,0.0,0.0,0.0,1,6,73
13.4,9.0,4.5,0.0,0.0,0.0,0.0,1,5,305
25.9,20.2,14.5,0.0,0.0,0.0,0.0,2,5,242
21.0,17.0,13.0,0.0,0.0,0.0,0.0,2,8,242
-7.2,-14.6,-22.0,38.0,0.0,0.0,0.0,0,6,49
5.7,4.0,2.3,0.0,0.0,0.0,0.0,0,3,301
33.0,27.0,21.0,0.0,0.0,0.0,0.0,2,8,181
-9.0,-12.0,-15.0,27.0,4.8,0.0,5.8,1,7,37
3.5,2.3,1.0,24.0,0.0,0.0,0.0,0,4,95
28.0,24.0,20.0,0.0,0.0,0.0,0.0,2,8,214
12.0,7.9,3.8,0.0,0.2,0.2,0.0,1,1,296
4.4,2.7,1.0,3.0,7.6,7.6,0.0,1,6,75
26.3,19.2,12.0,0.0,5.4,5.4,0.0,2,4,174
33.0,25.8,18.6,0.0,0.0,0.0,0.0,1,1,204
28.4,20.1,11.7,0.0,0.0,0.0,0.0,1,1,224
10.9,7.0,3.0,0.0,0.8,0.8,0.0,1,4,282
27.7,20.6,13.5,0.0,8.2,8.2,0.0,2,4,193
20.7,16.1,11.4,0.0,0.0,0.0,0.0,2,3,205
14.0,10.0,6.0,0.0,1.4,1.4,0.0,1,7,111
3.5,1.5,-0.5,12.0,0.0,0.0,0.0,0,8,28
1.0,0.2,-0.6,12.0,7.9,0.0,12.0,1,3,331
-4.0,-9.8,-15.5,44.0,0.0,0.0,0.0,0,4,46
4.2,0.3,-3.7,18.0,1.6,1.6,0.0,0,6,9
1.2,-3.5,-8.2,0.0,0.0,0.0,0.0,1,6,80
29.9,20.8,11.7,0.0,0.0,0.0,0.0,2,5,128
0.0,-10.0,-20.0,20.0,0.0,0.0,0.0,0,6,355
2.5,1.3,0.0,9.0,0.0,0.0,0.0,0,8,332
-5.0,-9.8,-14.5,21.0,1.5,0.0,2.0,0,4,25
9.4,5.2,0.9,0.0,0.2,0.2,0.0,1,5,343
7.5,5.5,3.5,0.0,0.0,0.0,0.0,1,6,298
-1.5,-6.5,-11.5,25.0,0.0,0.0,0.0,1,7,75
1.3,-3.4,-8.0,36.0,3.0,3.0,0.0,0,3,11
8.2,1.8,-4.7,0.0,0.0,0.0,0.0,0,1,309
6.0,1.5,-3.1,0.0,0.0,0.0,0.0,0,1,96
10.5,8.5,6.5,0.0,0.0,0.0,0.0,1,6,123
28.5,22.0,15.5,0.0,0.0,0.0,0.0,2,7,260
22.2,20.0,17.8,0.0,2.2,2.2,0.0,2,4,249
14.5,6.2,-2.2,0.0,0.0,0.0,0.0,1,5,322
-12.0,-14.8,-17.5,32.0,2.2,0.0,3.0,1,7,41
17.0,9.0,1.0,0.0,0.0,0.0,0.0,1,4,286
24.8,19.8,14.7,0.0,2.2,2.2,0.0,1,1,149
23.5,18.2,12.8,0.0,0.0,0.0,0.0,2,3,228
23.6,15.8,8.0,0.0,2.7,2.7,0.0,1,5,285
26.6,22.3,18.0,0.0,1.1,1.1,0.0,2,5,172
2.2,-3.0,-8.1,20.0,0.0,0.0,0.0,0,4,15
-8.0,-13.5,-19.0,14.0,3.4,0.0,6.0,0,8,31
6.5,4.3,2.0,0.0,0.0,0.0,0.0,1,4,292
24.0,18.8,13.5,0.0,0.0,0.0,0.0,2,4,219
6.9,2.7,-1.6,0.0,6.3,6.3,0.0,1,4,293
20.5,17.2,13.9,0.0,0.0,0.0,0.0,2,4,147
34.5,26.3,18.1,0.0,0.0,0.0,0.0,2,2,195
9.3,5.7,2.1,0.0,5.5,5.5,0.0,0,5,357
29.5,23.5,17.5,0.0,13.8,13.8,0.0,2,5,150
-4.5,-7.3,-10.0,8.0,1.2,0.0,1.2,0,0,44
0.0,-4.8,-9.5,0.0,0.0,0.0,0.0,1,6,96
-3.2,-5.1,-7.0,4.0,0.2,0.0,0.5,0,4,322
23.8,18.0,12.2,0.0,0.0,0.0,0.0,1,3,211
7.5,3.5,-0.5,45.0,0.0,0.0,0.0,1,7,50
-16.5,-17.4,-18.3,10.0,0.0,0.0,0.0,0,6,42
0.5,-8.2,-16.9,37.0,0.0,0.0,0.0,0,3,4
18.2,10.9,3.6,0.0,0.0,0.0,0.0,1,2,260
-8.5,-12.3,-16.0,14.0,0.0,0.0,0.0,0,7,356
17.5,12.8,8.0,0.0,2.5,2.5,0.0,2,3,139
19.0,13.8,8.5,0.0,6.4,6.4,0.0,2,3,258
30.3,25.8,21.2,0.0,7.2,7.2,0.0,1,1,246
29.5,22.3,15.0,0.0,0.0,0.0,0.0,2,6,215
26.5,19.0,11.5,0.0,5.4,5.4,0.0,2,3,208
8.6,6.1,3.5,0.0,1.5,1.5,0.0,1,2,101
-16.1,-17.7,-19.3,29.0,0.0,0.0,0.0,0,3,364
24.0,19.3,14.5,0.0,15.0,15.0,0.0,1,7,224
26.1,18.0,9.8,0.0,0.0,0.0,0.0,1,3,126
21.0,15.1,9.2,0.0,0.0,0.0,0.0,2,4,250
-6.5,-8.7,-10.8,4.0,0.0,0.0,0.0,0,0,359
16.4,13.1,9.8,0.0,6.4,6.4,0.0,1,2,129
18.5,9.8,1.0,0.0,0.0,0.0,0.0,1,6,289
3.7,2.2,0.6,20.0,0.0,0.0,0.0,0,2,48
1.3,-4.7,-10.6,11.0,0.4,0.4,0.0,0,6,25
9.7,2.4,-5.0,16.0,0.0,0.0,0.0,0,6,72
4.5,2.3,0.0,0.0,0.0,0.0,0.0,1,7,336
15.2,13.1,11.0,0.0,11.6,11.6,0.0,1,1,286
26.6,22.1,17.5,0.0,12.1,12.1,0.0,2,3,174
1.0,-9.2,-19.4,34.0,0.0,0.0,0.0,0,6,65
23.3,17.7,12.0,0.0,9.8,9.8,0.0,1,5,161
29.5,23.3,17.0,0.0,0.0,0.0,0.0,2,7,199
20.5,17.3,14.0,0.0,0.0,0.0,0.0,2,7,236
-4.2,-7.2,-10.2,8.0,4.4,2.4,2.0,0,1,58
21.8,19.3,16.8,0.0,2.2,2.2,0.0,1,4,288
27.5,21.3,15.0,0.0,0.0,0.0,0.0,2,6,228
6.5,2.9,-0.8,35.0,0.6,0.6,0.0,0,3,12
19.9,13.5,7.0,0.0,0.4,0.4,0.0,1,2,106
-5.5,-9.0,-12.5,22.0,0.0,0.0,0.0,0,7,15
-8.5,-12.3,-16.0,14.0,0.0,0.0,0.0,0,7,356
18.0,15.3,12.5,0.0,6.4,6.4,0.0,1,7,282
0.1,-7.0,-14.0,46.0,0.5,0.0,0.9,0,3,79
10.4,6.2,1.9,0.0,0.0,0.0,0.0,1,4,283
25.1,20.3,15.5,0.0,0.0,0.0,0.0,2,2,245
14.0,9.3,4.5,0.0,22.8,22.8,0.0,1,7,306
4.7,2.5,0.3,0.0,0.0,0.0,0.0,1,1,300
-2.2,-3.6,-5.0,0.0,0.0,0.0,0.0,1,4,331
3.0,-4.0,-11.0,32.0,16.0,2.0,14.0,0,7,38
11.6,4.6,-2.4,0.0,0.0,0.0,0.0,1,2,109
30.1,23.8,17.5,0.0,0.0,0.0,0.0,2,4,180
-20.5,-22.8,-25.0,22.0,0.0,0.0,0.0,0,8,6
28.5,23.3,18.0,0.0,0.0,0.0,0.0,2,8,191
29.0,25.3,21.5,0.0,0.0,0.0,0.0,1,8,198
-0.1,-1.6,-3.1,10.0,0.3,0.0,0.3,0,0,49
-2.5,-4.1,-5.7,18.0,5.0,0.0,7.6,0,0,1
-11.9,-13.3,-14.6,21.0,1.9,0.0,2.6,0,0,2
20.7,12.5,4.2,0.0,0.0,0.0,0.0,2,5,135
23.0,16.3,9.5,0.0,0.0,0.0,0.0,2,7,147
21.3,15.9,10.4,0.0,0.4,0.4,0.0,2,4,132
25.5,16.2,6.8,0.0,0.0,0.0,0.0,1,2,80
1.1,0.3,-0.5,29.0,38.2,1.5,29.0,0,3,58
24.0,18.5,13.0,0.0,0.0,0.0,0.0,2,8,170
5.0,2.0,-1.0,39.0,0.0,0.0,0.0,1,7,53
,,,,,,,2,8,278
18.0,16.3,14.5,0.0,23.6,23.6,0.0,0,0,234
6.3,3.6,0.9,31.0,0.0,0.0,0.0,0,6,68
24.0,21.0,18.0,0.0,15.0,15.0,0.0,2,4,233
27.0,19.5,12.0,0.0,12.6,12.6,0.0,1,6,183
-7.5,-11.6,-15.6,21.0,10.0,0.0,10.0,0,2,361
2.0,-1.7,-5.3,20.0,0.0,0.0,0.0,0,2,49
12.4,8.4,4.3,0.0,0.8,0.8,0.0,0,1,324
2.5,1.5,0.5,3.0,0.0,0.0,0.0,0,6,331
2.2,-3.0,-8.1,20.0,0.0,0.0,0.0,0,4,15
17.0,15.0,13.0,0.0,17.2,17.2,0.0,2,2,265
32.5,25.8,19.0,0.0,0.0,0.0,0.0,2,8,196
,,,,,,,0,7,363
-5.7,-10.5,-15.3,9.0,0.0,0.0,0.0,0,0,35
-7.8,-13.8,-19.8,23.0,0.0,0.0,0.0,0,1,41
30.0,25.3,20.5,0.0,2.4,2.4,0.0,2,6,238
15.5,13.8,12.0,0.0,39.8,39.8,0.0,2,5,255
24.0,21.0,18.0,0.0,15.0,15.0,0.0,2,4,233
-3.5,-5.8,-8.0,4.0,1.2,0.0,3.0,0,8,339
13.0,7.0,1.0,0.0,0.0,0.0,0.0,1,3,320
30.3,20.5,10.6,0.0,0.0,0.0,0.0,2,2,193
19.0,15.5,12.0,0.0,0.0,0.0,0.0,1,7,118
28.2,23.6,18.9,0.0,0.0,0.0,0.0,2,5,227
-9.5,-12.3,-15.0,19.0,0.0,0.0,0.0,1,7,62
19.5,14.5,9.5,0.0,0.0,0.0,0.0,2,6,126
19.5,17.3,15.0,0.0,0.0,0.0,0.0,2,4,240
32.0,26.5,21.0,0.0,25.2,25.2,0.0,1,8,218
24.3,17.9,11.5,0.0,0.0,0.0,0.0,2,5,220
24.0,18.0,11.9,0.0,0.0,0.0,0.0,1,2,136
23.5,15.0,6.5,0.0,1.8,1.8,0.0,1,7,100
22.3,17.6,12.9,0.0,1.1,1.1,0.0,2,5,238
31.1,21.1,11.1,0.0,0.0,0.0,0.0,2,2,243
27.5,17.1,6.7,0.0,0.0,0.0,0.0,1,3,127
28.0,20.8,13.5,0.0,0.0,0.0,0.0,1,8,236
-4.5,-7.5,-10.5,22.0,0.2,0.0,1.0,0,8,37
11.3,6.5,1.6,0.0,0.0,0.0,0.0,1,1,329
32.5,27.8,23.0,0.0,0.0,0.0,0.0,2,6,204
32.5,27.8,23.0,0.0,0.0,0.0,0.0,2,6,204
7.0,3.8,0.5,0.0,2.0,2.0,0.0,0,8,303
28.4,23.6,18.8,0.0,0.0,0.0,0.0,2,3,177
30.0,22.8,15.5,0.0,0.0,0.0,0.0,2,8,260
23.0,17.0,11.0,0.0,16.0,16.0,0.0,2,7,166
23.8,16.6,9.4,0.0,0.0,0.0,0.0,2,5,197
10.0,4.9,-0.3,0.0,0.0,0.0,0.0,0,0,70
-2.0,-4.0,-6.0,23.0,0.2,0.0,0.4,0,7,29
8.9,6.7,4.4,0.0,0.0,0.0,0.0,0,2,290
-8.1,-11.3,-14.5,14.0,6.2,0.0,9.0,0,1,33
9.0,5.0,1.0,16.0,0.0,0.0,0.0,0,8,52
0.5,-8.2,-16.9,37.0,0.0,0.0,0.0,0,3,4
7.0,3.8,0.5,0.0,1.8,1.8,0.0,1,2,316
29.5,22.3,15.0,0.0,0.0,0.0,0.0,2,6,186
25.5,17.3,9.0,0.0,0.0,0.0,0.0,2,7,255
26.0,19.5,13.0,0.0,0.0,0.0,0.0,2,6,155
15.0,12.5,10.0,0.0,0.0,0.0,0.0,2,7,271
22.5,19.8,17.0,0.0,23.4,23.4,0.0,1,6,229
17.5,15.8,14.0,0.0,44.0,44.0,0.0,1,7,205
-10.2,-12.6,-15.0,22.0,0.0,0.0,0.0,0,3,35
-1.5,-5.3,-9.0,0.0,0.0,0.0,0.0,1,6,95
-6.0,-10.5,-15.0,13.0,0.0,0.0,0.0,1,7,81
-2.0,-4.3,-6.5,14.0,1.6,0.0,3.0,0,6,347
19.1,14.6,10.1,0.0,0.0,0.0,0.0,2,4,155
23.8,14.2,4.5,0.0,20.2,20.2,0.0,2,5,158
0.6,-1.6,-3.7,25.0,0.0,0.0,0.0,0,5,76
23.0,16.8,10.5,0.0,0.0,0.0,0.0,2,8,243
18.1,11.2,4.2,0.0,0.0,0.0,0.0,1,0,111
9.5,3.3,-3.0,0.0,0.2,0.2,0.0,1,4,334
1.5,-0.3,-2.0,0.0,4.6,0.0,4.8,0,6,325
-14.5,-17.3,-20.0,19.0,5.2,0.0,5.2,0,3,38
-0.6,-3.1,-5.5,11.0,0.0,0.0,0.0,0,0,52
24.9,20.0,15.0,0.0,0.0,0.0,0.0,2,2,147
9.5,7.3,5.0,0.0,0.0,0.0,0.0,1,6,136
5.8,-3.1,-12.0,36.0,18.6,13.2,5.5,0,4,5
26.1,21.6,17.0,0.0,0.0,0.0,0.0,2,4,201
4.5,2.3,0.0,0.0,0.0,0.0,0.0,1,7,336
-4.5,-6.8,-9.0,14.0,2.2,0.0,3.0,0,6,349
-5.3,-13.0,-20.7,22.0,0.0,0.0,0.0,0,2,22
-3.0,-6.5,-10.0,23.0,0.0,0.0,0.0,0,7,1
17.5,15.7,13.8,0.0,13.8,13.8,0.0,1,3,141
3.0,0.5,-2.0,0.0,0.0,0.0,0.0,1,6,300
21.8,16.4,11.0,0.0,1.8,1.8,0.0,1,0,124
-2.0,-5.8,-9.6,2.0,0.0,0.0,0.0,0,4,325
12.0,7.4,2.7,0.0,0.0,0.0,0.0,1,4,101
3.0,0.4,-2.2,34.0,0.0,0.0,0.0,0,3,72
22.3,13.3,4.2,0.0,11.5,11.5,0.0,1,2,128
26.5,18.0,9.5,0.0,0.0,0.0,0.0,2,6,144
20.3,15.8,11.2,0.0,1.0,1.0,0.0,2,2,137
,,,,,,,0,8,46
4.3,2.9,1.4,21.0,0.8,0.0,1.0,0,5,85
-6.7,-9.3,-11.9,10.0,12.4,0.4,12.0,0,5,363
22.0,14.0,6.0,0.0,0.0,0.0,0.0,1,7,295
12.5,7.3,2.0,39.0,0.0,0.0,0.0,1,7,54
-5.5,-7.5,-9.5,3.0,0.0,0.0,0.0,0,6,345
-24.5,-26.8,-29.0,11.0,0.0,0.0,0.0,0,6,44
1.2,-2.5,-6.1,8.0,0.0,0.0,0.0,0,0,41
24.0,19.5,15.0,0.0,0.0,0.0,0.0,1,8,175
1.0,-1.3,-3.5,23.0,1.6,0.0,1.6,0,7,25
-15.1,-22.2,-29.2,19.0,0.4,0.0,1.5,0,3,351
14.0,10.4,6.8,0.0,0.0,0.0,0.0,2,4,255
-7.6,-11.2,-14.7,29.0,0.2,0.0,0.5,0,4,9
29.5,24.8,20.0,0.0,0.0,0.0,0.0,1,6,179
28.0,23.5,19.0,0.0,0.0,0.0,0.0,2,6,205
-2.2,-5.0,-7.8,8.0,0.0,0.0,0.0,0,6,27
14.0,8.8,3.5,0.0,2.6,2.6,0.0,1,7,115
26.2,19.2,12.1,0.0,1.2,1.2,0.0,2,3,212
27.0,22.9,18.7,0.0,4.4,4.4,0.0,2,3,178
22.2,15.7,9.1,0.0,0.4,0.4,0.0,2,3,276
8.2,4.4,0.6,0.0,3.8,0.8,3.0,0,0,117
27.5,20.6,13.6,0.0,1.2,1.2,0.0,2,4,247
-5.0,-7.3,-9.5,23.0,0.0,0.0,0.0,1,7,34
3.3,1.0,-1.4,0.0,0.0,0.0,0.0,1,4,317
27.9,23.7,19.5,0.0,0.2,0.2,0.0,1,5,147
6.0,5.3,4.5,0.0,6.0,6.0,0.0,0,6,296
28.0,22.8,17.5,0.0,8.3,8.3,0.0,1,1,179
15.5,13.8,12.0,0.0,39.8,39.8,0.0,2,5,255
19.0,13.8,8.5,0.0,6.4,6.4,0.0,2,3,258
22.5,18.3,14.1,0.0,0.0,0.0,0.0,2,3,222
32.5,25.0,17.5,0.0,0.0,0.0,0.0,2,6,172
-16.4,-20.2,-24.0,7.0,0.0,0.0,0.0,0,5,13
20.0,14.9,9.7,0.0,7.1,7.1,0.0,2,4,129
-2.3,-3.9,-5.4,4.0,0.0,0.0,0.0,0,0,357
-0.5,-1.8,-3.0,20.0,0.0,0.0,0.0,1,7,23
1.3,-6.9,-15.0,25.0,0.0,0.0,0.0,0,5,83
-19.2,-21.1,-23.0,30.0,0.0,0.0,0.0,0,4,1
-6.3,-9.8,-13.2,11.0,0.4,0.0,0.4,0,6,15
22.0,17.8,13.5,0.0,4.7,4.7,0.0,2,3,140
-6.8,-12.9,-18.9,15.0,0.0,0.0,0.0,0,3,333
18.9,11.4,3.9,0.0,1.0,1.0,0.0,0,4,328
25.8,21.9,17.9,0.0,0.0,0.0,0.0,2,5,139
16.3,13.7,11.1,0.0,0.0,0.0,0.0,2,4,148
1.2,-2.5,-6.1,8.0,0.0,0.0,0.0,0,0,41
-9.0,-13.8,-18.6,10.0,0.0,0.0,0.0,0,5,27
10.5,5.3,0.0,0.0,0.0,0.0,0.0,1,6,114
23.4,16.1,8.8,0.0,0.0,0.0,0.0,2,5,266
29.0,20.3,11.5,0.0,0.0,0.0,0.0,2,7,211
-5.0,-8.0,-11.0,26.0,0.2,0.0,1.0,0,7,74
10.5,2.8,-5.0,31.0,7.2,7.2,0.0,0,8,11
3.2,1.9,0.5,0.0,3.0,3.0,0.0,1,5,347
4.6,1.9,-0.8,0.0,19.8,19.8,0.0,0,2,75
-4.5,-5.5,-6.5,4.0,0.0,0.0,0.0,0,8,338
14.5,6.2,-2.2,0.0,0.0,0.0,0.0,1,5,322
4.4,2.7,1.0,3.0,7.6,7.6,0.0,1,6,75
18.5,17.0,15.5,0.0,0.0,0.0,0.0,2,6,258
21.3,17.0,12.7,0.0,0.0,0.0,0.0,1,1,253
-3.8,-7.8,-11.8,14.0,35.3,0.0,37.0,0,6,47
-5.0,-8.0,-11.0,26.0,0.2,0.0,1.0,0,7,74
